BiGG	SEED
HMR_9801	rxn19916
LYXI	rxn01394
MCPST	rxn02230
MCPST_c	rxn02230
MCPST_m	rxn02230
XYLK2	rxn01389
XYLUR	rxn01392
r0784	rxn04064
S7PI	rxn26079
GMHEPK	rxn26080
RE3108C	rxn14041
FK	rxn02262
ADPRDP	rxn00775
ADPRDP_1	rxn00775
ADPRDPm	rxn00775
KDOPP	rxn02404
KDOPS	rxn02331
3MHISc	rxn00860
EX_thmmp_e	rxn31927
THMMPtrbc	rxn31927
DM_thmtp_c	rxn33743
EX_thmtp_e	rxn33743
THMPPPt_h	rxn33743
2DOXG6PP	rxn01883
4HBZCOAFm	rxn15780
HMR_6785	rxn15780
4HBZFm	rxn00965
HMR_6786	rxn00965
r0386	rxn01245
AASAD1	rxn41952
TREH	rxn00007
TREHe	rxn00007
TREHpp	rxn00007
TREHv	rxn00007
ABTDG	rxn03883
ABTt	rxn05483
EX_abt_e	rxn05483
ACACT10	rxn03243
ACACT5m	rxn03243
ACACT5p	rxn03243
ACACT5r	rxn03243
ACGAM2E	rxn00897
ACGAMK	rxn00892
ACGPID	rxn17777
ACNAMlt	rxn45341
ACNAMt2	rxn45341
ACNAMt2pp	rxn45341
ACNAMtex	rxn46465
ACNAMtn	rxn46465
ACNAMtr	rxn46465
EX_acnam_e	rxn46465
ACNMCT	rxn15146
CMPSASn	rxn15146
ACNML	rxn15267
ACNPLYS	rxn15255
ACOAD4	rxn10012
ACOAD5	rxn10013
ACOAD7	rxn05732
ACOAO5p	rxn09478
r1444	rxn09477
ACOAO7p	rxn09476
ACOAO8p	rxn09475
r0652_1	rxn02802
ACOAR7m	rxn00945
ACSERL	rxn02571
ACSERL_c	rxn02571
ACSERL_h	rxn02571
ACSERL_m	rxn02571
ACSERLh	rxn02571
ACSERLm	rxn02571
ACtex	rxn08063
ACtg	rxn08063
ACth	rxn08063
ACtm	rxn08063
ACtp	rxn08063
ACtr	rxn08063
ACts	rxn08063
DM_ac_c	rxn08063
EX_ac_e	rxn08063
ACt4pp	rxn08062
r0881	rxn08062
r0013	rxn00016
ALCD22_L	rxn15341
ALDD19x_P	rxn39344
r0548	rxn39344
ALDD19xr	rxn20533
r0546	rxn20533
APOR	rxn00653
BAMPPALDOX	rxn00653
BAMPPALDOXm	rxn00653
AMANK	rxn01951
AMANK_1	rxn01951
AMCOXO	rxn01422
AMID2	rxn39346
HMR_7756	rxn39346
ANS2	rxn00726
ATNS_nh4	rxn00726
APENTAMAH2	rxn01630
ARABR	rxn25135
ASNS1	rxn00416
ASNt2m	rxn05508
ASNt2r	rxn05508
ASNt2rpp	rxn05508
ASNt7	rxn05508
ASNtm_1	rxn05508
ASNtx	rxn05508
ATPM	rxn00062
ATPM_h	rxn00062
ATPPHm	rxn00062
NTP1	rxn00062
ATPS	rxn09694
ATPasel_1	rxn09694
ATPS4m	rxn08173
ATPS4m_cho	rxn08173
ATPS4mi	rxn08173
ATPS4r	rxn08173
ATPS4rpp	rxn08173
ATPasel	rxn08173
BAAT3x	rxn25891
BAAT4x_cho	rxn25891
r0797	rxn25891
BBHOX	rxn01727
BZCOAFm	rxn01035
BUTSO3abcpp	rxn05512
BUTSO3tex	rxn08182
EX_butso3_e	rxn08182
C3STDH1	rxn26927
C3STDH1r	rxn26927
CBMK_m	rxn00114
CBMKr	rxn00114
CBMKr2	rxn00114
CERK	rxn01087
DC6PH	rxn30466
EX_HC00822_e	rxn29180
r1375	rxn29180
CSNATer	rxn01726
CSNATirm	rxn01726
CSNATm	rxn01726
CSNATp	rxn01726
CSNATr	rxn01726
ASPTA4	rxn00647
CYSAT	rxn00647
CYSATm	rxn00647
CYSTA	rxn00647
CYSTAm	rxn00647
DAPAL	rxn00144
DASYN160	rxn19272
r0656	rxn02867
DMQMT	rxn40674
DMQMTm	rxn40674
DNAMTn	rxn05821
DNAMTn2r	rxn05821
DPMVD	rxn00829
DPMVDx	rxn00829
DPPS	rxn39932
DURIPP	rxn27423
DURIPP_1	rxn27423
FAOXC5C5OHm	rxn02888
ECOAH2	rxn03250
ECOAH2_1	rxn03250
ECOAH2m	rxn03250
HMR_3099	rxn03250
r0734	rxn03250
HMR_3095	rxn03247
r0731	rxn03247
ECOAH4	rxn03245
ECOAH4m	rxn03245
ECOAH4p	rxn03245
ECOAH5	rxn02911
ECOAH5m	rxn02911
ECOAH5p	rxn02911
r0720_1	rxn03241
r0721	rxn03241
FACOAL180	rxn09449
HMR_2957	rxn09449
FACOAL200	rxn37323
FACOAL_C200_x	rxn37323
HMR_2966	rxn37323
FLVR	rxn03976
FLVRx	rxn08521
FORGLUIH2	rxn01640
FRTT	rxn01486
GGPS_1	rxn01486
GGPS_h	rxn01486
FRUURt2rpp	rxn08538
FRUpts	rxn37577
FRUptspp	rxn37577
EX_fru_e	rxn28572
FRUt1r	rxn28572
FRUtex	rxn28572
FRUt2	rxn29546
FRUt3	rxn29546
FUMt2_2	rxn08542
FUMt2_2pp	rxn08542
EX_fum_e	rxn08544
FUMt1pp	rxn08544
FUMtex	rxn08544
FUMtr	rxn08544
SK_fum_c	rxn08544
G1PP	rxn40756
G1PPpp	rxn40756
G3PCT	rxn00621
G3PCT_1	rxn00621
G5SADrm	rxn02374
G5SADs	rxn02374
G6PDA	rxn00552
G6PDAr	rxn00552
G6PDH1	rxn10902
G6PDH1er	rxn10902
G6PDH2c	rxn00604
G6PDH2er	rxn00604
G6PDH2r	rxn00604
GAL3ST12	rxn06854
GALCTD	rxn03887
GALCTNt2pp	rxn08578
GALCTNt2r	rxn08578
EX_galct__D_e	rxn08581
GALCT_D_Et	rxn08581
GALCTtex	rxn08581
GALCTt2r	rxn05565
GALCTt2rpp	rxn05565
GALKh	rxn15121
GALKr	rxn15121
GALKx	rxn15121
GALM2	rxn19128
GALM2pp	rxn19128
AGPATCOA_PALM_PALM_c	rxn37217
AGPATCOA_PALM_PALM_m	rxn37217
C120CPT1	rxn40543
HMR_2602	rxn40543
HMR_2604	rxn40543
HMR_3098	rxn31260
IVCS	rxn41914
GGCLUT2	rxn28948
BUP	rxn15490
BGAL2l	rxn15514
HMR_0819	rxn15514
PEPALM_HSASBCt	rxn18280
PCHOLPALME_HSABCt	rxn18281
PCHOLSTE_HSABCt	rxn18282
PCHOLOLE_HSABCt	rxn18283
PCHOLLINL_HSABCt	rxn18284
TYRabc	rxn18579
ALAGLUabcpp	rxn18656
GLYGLYabcpp	rxn18659
HMR_4079	rxn24152
METHSUCCOAc	rxn25268
DMSOR3	rxn25797
3HPADHi	rxn26348
HMR_1536	rxn26782
HMR_1538	rxn26784
HMR_1539	rxn26786
HMR_1477	rxn26892
HMR_1478	rxn26894
HMR_1479	rxn26896
HMR_1929	rxn26970
HMR_1958	rxn26972
HMR_2010	rxn26989
HMR_2011	rxn26990
GCDH	rxn28276
EX_xylu__D_e	rxn28582
XYLUDte	rxn28582
GALt2_3	rxn29080
EX_g6p_B_e	rxn29246
G6P_Bt	rxn29246
NAt6	rxn29253
C04717td	rxn29348
EX_C04717_e	rxn29348
EX_M02108_e	rxn29359
HMR_0170	rxn29359
Htabcpp	rxn29496
EX_sheme_e	rxn29728
ADPHt_h	rxn29852
EX_M00241_e	rxn29884
UDPSQt_h	rxn29915
NOR_syn_2	rxn31402
SULR_syn_1	rxn31409
13DPGtg	rxn31558
RB15BPtcx	rxn31561
RBPt2cax	rxn31561
SK_dd2coa_c	rxn31572
SK_c81coa_c	rxn31583
EX_hxcoa_e	rxn31605
HEXCOAACBP	rxn31605
HXCOAte	rxn31605
HXCOAtx	rxn31605
HMR_0182	rxn31606
EX_trypta_e	rxn32033
PDX5Pt_h	rxn32037
EX_andrstndn_e	rxn32183
EX_HC00900_e	rxn32445
MMALtm	rxn32445
3MGCOAtm	rxn32905
3ANTHRNtr	rxn32916
EX_3hanthrn_e	rxn32916
PHSERt_h	rxn33214
2MOPtm	rxn33511
DM_2mop_m	rxn33511
DSMSTEROLte	rxn33561
DSMSTEROLtr	rxn33561
EX_dsmsterol_e	rxn33561
CPPPG3t_h	rxn33815
ACORNt	rxn34142
EX_acorn_e	rxn34142
RU5PLtg	rxn34153
AGPATCOA_STC_OLE_c	rxn34858
G3PAT1819Z_c	rxn34961
HMR_3057	rxn35689
HMR_3855	rxn36304
ETHAPT_PALM_PALM_c	rxn36716
HMR_1549	rxn37487
r0509	rxn37563
METTRANSc	rxn37695
56DURAtd	rxn39244
EX_56dura_e	rxn39244
HMR_3203	rxn46675
ECTOabcpp	rxn05550
10FTHFtc	rxn31828
10FTHFtl	rxn31828
10FTHFtm	rxn31828
10FTHFtx	rxn31828
EX_10fthf_e	rxn31828
12DGR120tipp	rxn07912
EX_12dgr120_e	rxn07912
12DGR140tipp	rxn07913
12DGR141tipp	rxn07914
12DGR160tipp	rxn07915
EX_12dgr160_e	rxn07915
12DGR161tipp	rxn07916
12DGR180tipp	rxn07917
EX_12dgr180_e	rxn07917
12DGR181tipp	rxn07918
12PPDRDH	rxn15324
12PPDRte	rxn07919
12PPDRtex	rxn07919
12PPDRtpp	rxn07919
EX_12ppd__R_e	rxn07919
13DAMPPOX	rxn02250
PAO	rxn02250
13PPDH	rxn02235
1ACPCth	rxn34345
1ACPCtm	rxn34345
1AGPEAT18111Z1829Z12Z	rxn35147
1AGPEAT18111Z1835Z9Z12Z	rxn35148
1AGPEAT18111Z1845Z9Z12Z15Z	rxn35149
1AGPEAT1819Z1829Z12Z	rxn35151
1AGPEAT1819Z1835Z9Z12Z	rxn35152
1AGPEAT1819Z1845Z9Z12Z15Z	rxn35153
1AGPEAT1829Z12Z1835Z9Z12Z	rxn35154
1PPDCRc	rxn01579
1PPDCRp	rxn01578
1PPDCRp_1	rxn01578
23CAMPtex	rxn07925
EX_23camp_e	rxn07925
23CCMPtex	rxn07926
EX_23ccmp_e	rxn07926
23CN2P1	rxn02521
23PDE7pp	rxn02521
23CN2P2	rxn02522
23PDE2pp	rxn02522
RE1860E	rxn02522
23CN2P3	rxn02762
23PDE4pp	rxn02762
23CUMPtex	rxn07928
EX_23cump_e	rxn07928
23DAPPAt2pp	rxn07929
23DAPPAtex	rxn07930
D23APt	rxn07930
EX_23dappa_e	rxn07930
23DHMBth	rxn31849
23DHMBtm	rxn31849
23DHMPth	rxn33687
26DAHtex	rxn07931
EX_26dap__M_e	rxn07931
2AGPA120tipp	rxn07932
2AGPA140tipp	rxn07933
2AGPA141tipp	rxn07934
2AGPA160tipp	rxn07935
2AGPA161tipp	rxn07936
2AGPA180tipp	rxn07937
2AGPA181tipp	rxn07938
2AGPE160tipp	rxn07942
2AGPE180tipp	rxn07944
2AGPEAT160	rxn07949
2AMACHYD	rxn14245
2DDA7Ptm	rxn09807
2DGLCNRx	rxn07967
2DGLCNRy	rxn01277
2DGULRx	rxn07969
2DGULRy	rxn07970
2DHGLCK	rxn01921
2DHGLCNkt_tpp	rxn12783
2DHGLCNtex	rxn12784
EX_2dhglcn_e	rxn12784
2DHPFALDL	rxn00905
2DHPtm	rxn09806
2DHPtn	rxn09806
2HXMPt6	rxn05472
2MAHMP	rxn07971
2MB2COAc	rxn33056
2MBACt	rxn13188
EX_2mbac_e	rxn13188
2MBALDt	rxn13189
2MBALDtm	rxn13189
EX_2mbald_e	rxn13189
2MBTOHt	rxn13191
2MBTOHtm	rxn13191
EX_2mbtoh_e	rxn13191
2MPPALt	rxn13193
2MPPALtm	rxn13193
EX_2mppal_e	rxn13193
2OBUTt	rxn12522
2OBUTt2ipp	rxn12522
r1155	rxn12522
2OBUT_Et	rxn13195
2OBUTt_h	rxn13195
2OBUTtex	rxn13195
2OBUTtm	rxn13195
EX_2obut_e	rxn13195
2OHPH_5tn	rxn09830
2OMPH_5tm	rxn09804
2OMPH_5tn	rxn09804
2OXOADOXm	rxn01418
ODH2E	rxn01418
2OXOADPtim	rxn09803
EX_2oxoadp_e	rxn09803
2PGLYCt6	rxn05473
2PGLYCtcx	rxn31560
2PGLYCth	rxn31560
2PGLYCtx	rxn31560
EX_2pglyc_e	rxn31560
2PGt6	rxn05474
2PGt6pp	rxn30450
PGTPt_m	rxn30450
PGTPti_h	rxn30450
2PGtex	rxn31165
2PGth	rxn31165
2PGtm	rxn31165
2PGtr	rxn31165
EX_2pg_e	rxn31165
2PHETOHt	rxn13196
2PHETOHtm	rxn13196
EX_2phetoh_e	rxn13196
2PLS	rxn10420
34DHALDD	rxn02364
34DHCINMtex	rxn12396
34DHCINMtpp	rxn12396
EX_34dhcinm_e	rxn12396
34DHOXPEGOX	rxn03333
34DHPHAMT	rxn02367
34DHPHEt	rxn33596
34DHPHEtex	rxn33596
EX_34dhphe_e	rxn33596
34DHPLACOX_NADP	rxn02365
34DHXMANDACOX	rxn03335
r0752	rxn03335
34DHXMANDACOX_NADP	rxn03336
r0753	rxn03336
34HPLFM	rxn02392
HMR_6782	rxn02392
34HPPOR	rxn01827
34HPPt2m	rxn09802
34HPPt2p	rxn09802
34HPPte	rxn29364
EX_34hpp_e	rxn29364
34DHPHAtpp	rxn07972
34dhpactex	rxn07972
EX_34dhpac_e	rxn07972
SK_34dhpac_c	rxn07972
3AMACHYD	rxn16829
3AMBAt2	rxn05475
3AMPt6	rxn05476
3AMPtex	rxn07973
EX_3amp_e	rxn07973
3C3HMPt	rxn09801
3C3HMPth	rxn09801
3C3HMPtm	rxn09801
EX_3c3hmp_e	rxn09801
3C4MOPt_h	rxn09800
3C4MOPtm	rxn09800
3CMPt6	rxn05477
3CMPtex	rxn07974
EX_3cmp_e	rxn07974
3DH5HPBMTm	rxn03224
3DH5HPBtm	rxn13199
3DPHBH2	rxn25476
3DSPHR	rxn02134
3DSPHRr	rxn02134
3GMPt6	rxn05478
3GMPtex	rxn07975
3GMPtex_1	rxn07975
EX_3gmp_e	rxn07975
3HAD121	rxn07976
3HAD141	rxn07977
3HAD161	rxn07978
3HAD181	rxn07980
3HAD181_1	rxn07980
3HLYTCL	rxn01499
3HPAOX	rxn02363
3HPCOAHYD	rxn02261
r0596	rxn02261
3HPH5MBDCm	rxn04680
3HPPD	rxn01174
r0365	rxn01174
3HPPPNH	rxn04601
3HPPt	rxn29193
3HPPtex	rxn29193
3HPPtm	rxn29193
EX_3hpp_e	rxn29193
3HXKYNDCL	rxn02913
3HXKYNOXDA	rxn03358
3IPM3MT	rxn13200
3KGK	rxn04930
3M2OPLOXRD	rxn02950
r0670	rxn02950
3M4HDXPAC	rxn03340
r0754	rxn03340
3MBZALDH	rxn03649
3MBZDH	rxn12781
3MOBDC	rxn13203
3MOBte	rxn09799
3MOBth	rxn09799
3MOBtm	rxn09799
EX_3mob_e	rxn09799
SK_3mob_c	rxn09799
3MOPDC	rxn02748
3MOPt	rxn09798
3MOPt_h	rxn09798
3MOPtm	rxn09798
EX_3mop_e	rxn09798
3MOX4HOXPGALDOX	rxn03343
r0756	rxn03343
3MOX4HOXPGALDOX_NADP	rxn03344
r0757	rxn03344
3MOXTYROX	rxn03342
3NTD2pp	rxn01367
3NUCLE2	rxn01367
3NTD4pp	rxn01704
3NUCLE3	rxn01704
3NTD7l	rxn01139
3NTD7pp	rxn01139
3NUCLE1	rxn01139
3NTD9pp	rxn01549
3NUCLE4	rxn01549
3OACOAR	rxn34618
3OACOAS	rxn07572
HMR_2190	rxn07572
RE0580L	rxn07572
RE0580R	rxn07572
3OADPCOAT	rxn02143
3OAR121	rxn07987
3OAR141	rxn07989
3OAR161	rxn07991
3OAR181	rxn07993
3OAR181_1	rxn07993
3OAR181_h	rxn07993
3OXCOAT	rxn00598
3OXOADPt_ex	rxn12786
EX_3oxoadp_e	rxn12786
3OXOADPt_pp	rxn12673
3PEPTabcpp	rxn08003
3PEPTtex	rxn08004
EX_LalaDgluMdap_e	rxn08004
3PG_pi_thr	rxn30451
3PGt6pp	rxn30451
3PGt6	rxn05479
3PGtcx	rxn31169
3PGtex	rxn31169
3PGtr	rxn31169
3PGtx	rxn31169
EX_3pg_e	rxn31169
r0926	rxn31169
3SALACBOXL	rxn01784
3SALACBOXL_cho	rxn01784
3SPYRSP	rxn15497
3SPYRSPh	rxn15497
3SPYRSPm	rxn15497
3SPYRSPm_1	rxn15497
3UMPt6	rxn05480
3UMPtex	rxn08005
EX_3ump_e	rxn08005
3_4DHBZ1t_pp	rxn12671
3_4DHBZt2	rxn12246
EX_34dhbz_e	rxn12246
41R2A1H12BOOX	rxn01836
42A12BOOX	rxn02993
42A12BOOXpp	rxn02993
4ABUTD	rxn01459
ABOR	rxn01459
4ABUTNtm	rxn09796
EX_4abutn_e	rxn09796
HMR_9638	rxn09796
4ABUTtcn	rxn08028
4ABUTth	rxn08028
4ABUTtm	rxn08028
ABUTtex	rxn08028
DM_4abut_c	rxn08028
DM_4abut_n	rxn08028
EX_4abut_e	rxn08028
SK_4abut_l	rxn08028
4ABUTthi	rxn05564
4ABUTtmi	rxn05564
ABUTt2pp	rxn05564
ABUTt2r	rxn05564
ABUTt2rL	rxn05564
4ABZt	rxn09794
4ABZtm	rxn09794
EX_4abz_e	rxn09794
4ABZt2r	rxn10421
4CMCOAS	rxn01182
COUCOAFm	rxn01182
4H2OGLTtm	rxn09793
4H2OGLTtp	rxn09793
4HALDD	rxn01943
4HBAt	rxn12376
4HBAtex	rxn12376
DM_4hba_c	rxn12376
EX_4hba_e	rxn12376
4HBCOAH	rxn03642
4HBHYOX	rxn00962
4HBZte	rxn09792
4HBZtex	rxn09792
4HBZtm	rxn09792
EX_4hbz_e	rxn09792
4HGLSD	rxn03424
4HGLSDm	rxn03424
4HOXPACDOX_NADP	rxn01944
4HOXPACDtex	rxn08006
4HOXPACDtpp	rxn08006
EX_4hoxpacd_e	rxn08006
4HPROLTtex	rxn09791
4HPRO_LT_Et	rxn09791
4HPRO_LTte	rxn09791
4HPRO_LTtm	rxn09791
4HPROtg	rxn09791
DM_4hpro_LT_m	rxn09791
EX_4hpro_LT_e	rxn09791
4HTHRK	rxn26436
4HTHRS	rxn03446
4HTHRS_1	rxn03446
4KFBPP	rxn10422
4MBZALDH	rxn03594
4MBZDH	rxn12782
4MCAT23DOX	rxn03607
4MOPt_h	rxn11318
4MOPte	rxn11318
4MOPtm	rxn11318
EX_4mop_e	rxn11318
SK_4mop_c	rxn11318
4MZYMCODH	rxn07325
C3STDH1Pr	rxn07325
HMR_1495	rxn07325
4PCP	rxn08007
4PCPpp	rxn08007
4PEPTabcpp	rxn08008
4PEPTtex	rxn08009
EX_LalaDgluMdapDala_e	rxn08009
56DH5FLURAAMH	rxn11755
5AOPt2	rxn09702
5AOPtc	rxn09790
5AOPtm	rxn09790
EX_5aop_e	rxn09790
5DGLCNR	rxn01278
5DGLCNt2rpp	rxn08011
5DGLCN_Et	rxn08012
5DGLCNtex	rxn08012
EX_5dglcn_e	rxn08012
5FLURAOR	rxn11754
5FLURAPRT	rxn11759
5FLURAt	rxn34419
EX_5flura_e	rxn34419
5HBZIDS	rxn10423
5HOXINOXDA	rxn02081
5HXKYNDCL	rxn03360
5HXKYNOXDA	rxn03359
5MTAte	rxn13799
5MTAth	rxn13799
5MTAtm	rxn13799
EX_5mta_e	rxn13799
SK_5mta_c	rxn13799
5MTRt2	rxn05481
5MTRtpp	rxn05481
5MTRt_m	rxn29189
5MTRtex	rxn29189
EX_5mtr_e	rxn29189
CPH4S	rxn16806
6HNACMO	rxn12746
6MPURPRT	rxn11765
6MPURt	rxn34421
EX_6mpur_e	rxn34421
6PGCt6	rxn05482
6PGLter	rxn09648
6PGLthr	rxn09648
6PHBG	rxn09992
S6PG	rxn09992
6TINS5MPOR	rxn11768
6TXAN5MPAML	rxn11772
7DHCHSTEROLtd	rxn32922
7DHCHSTEROLtr	rxn32922
EX_7dhchsterol_e	rxn32922
7MHS	rxn10424
7MHTS	rxn10425
8AONNt2	rxn09701
A3MT	rxn35332
A5PISO	rxn01117
AABHH	rxn01464
r0466	rxn01464
r0466_1	rxn01464
AABTN	rxn01460
AACOAT	rxn00988
r0321	rxn00988
AACTOOR	rxn01833
AMO	rxn01833
AACTte	rxn32908
AACTtm	rxn32908
EX_aact_e	rxn32908
AAPT	rxn20000
AASPh	rxn00361
AASPm	rxn00361
ADSK	rxn00361
ADSKn	rxn00361
AATA	rxn01423
r0450	rxn01423
AATC	rxn01757
LCYSTAT	rxn01757
LCYSTATm	rxn01757
AAtr	rxn10941
EX_aa_e	rxn10941
AB6PGH	rxn08025
ABTA	rxn01204
ABTArm	rxn01204
ABTpp2	rxn12551
ABUTD	rxn01851
ABUTDm	rxn01851
ACACCT	rxn00990
ACACT1m	rxn00178
ACACT1r	rxn00178
ACACT1x	rxn00178
KAT1	rxn00178
ACACT10m	rxn00676
MACCOAT	rxn00676
ACACT3	rxn03248
ACACT3m	rxn03248
ACACT3r	rxn03248
ACACT8	rxn03248
HMR_3097	rxn03248
r0732	rxn03248
ACACT13	rxn02680
ACACT4m	rxn02680
ACACT4p	rxn02680
ACACT4r	rxn02680
ACACT6m	rxn06510
ACACT6p	rxn06510
ACACT6r	rxn06510
ACACT9	rxn06510
ACACT12	rxn02804
ACACT7m	rxn02804
ACACT7p	rxn02804
ACACT7r	rxn02804
ACACT8p	rxn08767
ACACT8r	rxn08767
KAT180_m	rxn08767
ACACt2	rxn05484
ACACt2m	rxn05484
ACACt2pp	rxn05484
ACAC_Et	rxn08030
ACACtex	rxn08030
ACACtm	rxn08030
ACACtx	rxn08030
EX_acac_e	rxn08030
ACALD	rxn00171
ACALDh	rxn00171
ACALDt	rxn08032
ACALDtex	rxn08032
ACALDtm	rxn08032
ACALDtpp	rxn08032
ACALDtr	rxn08032
ACALDtx	rxn08032
EX_acald_e	rxn08032
ACANTHAT	rxn08034
ACBIPGT	rxn03537
ACCAHh	rxn00738
ACCAHm	rxn00738
ACCOAC	rxn00533
ACCOAC_h	rxn00533
ACCOACrm	rxn00533
ACCOAhi	rxn00533
ACCOAL	rxn00669
ACCOALm	rxn00674
ACS2	rxn00674
PPACOALh	rxn00674
PPACOALm	rxn00674
ACCOAT	rxn13213
ACCOAgt	rxn13213
ACCOAtm_1	rxn13213
ACCOAtn	rxn13213
ACCOAtr	rxn13213
ACCOAts	rxn13213
HMR_3106	rxn13213
SK_accoa_h	rxn13213
ACCOAth	rxn34352
ACCOAtm	rxn34352
ACCOAtx	rxn34352
ACDHmi	rxn10139
ADHEr	rxn10139
ACDO	rxn05092
ARD	rxn05092
ARD_1	rxn05092
DKMD2K	rxn05092
HMR_5389	rxn05092
ACGAL1Ptex	rxn08036
EX_acgal1p_e	rxn08036
ACGAM6PS	rxn01483
ACGAMtly	rxn08042
ACGAtex	rxn08042
ACGAtex_1	rxn08042
DM_acgam_c	rxn08042
EX_acgam_e	rxn08042
r0908	rxn08042
r0909	rxn08042
ACGApts	rxn05485
ACGAptspp	rxn05485
ACGAptsw	rxn05485
ACGK	rxn01917
ACGK_1	rxn01917
ACGKm	rxn01917
AGK_h	rxn01917
ACGS	rxn00192
ACGSm	rxn00192
AGAS_h	rxn00192
ACHEe	rxn00754
HMR_0641	rxn00754
ACHLE1	rxn13215
ACHLE2	rxn13216
ACHtn	rxn19035
DM_ach_c	rxn19035
EX_ach_e	rxn19035
r2338	rxn19035
ACITL	rxn00257
ACKr	rxn00225
ACKrh	rxn00225
ACKrm	rxn00225
ACLDC	rxn15383
ACMANApts	rxn08046
ACMANAptspp	rxn08046
ACMANAt2	rxn05486
ACMANAtex	rxn08047
EX_acmana_e	rxn08047
r0968	rxn08047
ACOAD20	rxn02268
ACOADAGAT16018111Z160	rxn34799
ACOADAGAT16018111Z1835Z9Z12Z	rxn34803
ACOADAGAT16018111Z1845Z9Z12Z15Z	rxn34804
ACOADAGAT1601819Z160	rxn34805
ACOADAGAT1601819Z1835Z9Z12Z	rxn34809
ACOADAGAT1601819Z1845Z9Z12Z15Z	rxn34810
ACOADAGAT1801819Z1835Z9Z12Z	rxn34815
ACOADAGAT1801819Z1845Z9Z12Z15Z	rxn34816
ACOADAGAT18111Z18111Z1835Z9Z12Z	rxn34821
ACOADAGAT18111Z18111Z1845Z9Z12Z15Z	rxn34822
ACOADAGAT18111Z1819Z1835Z9Z12Z	rxn34827
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z	rxn34828
ACOADAGAT1819Z18111Z1835Z9Z12Z	rxn34833
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z	rxn34834
ACOADAGAT1819Z1819Z1835Z9Z12Z	rxn34839
ACOADAGAT1819Z1819Z1845Z9Z12Z15Z	rxn34840
ACOADH2	rxn01923
ACOAH	rxn00170
ACOAHim	rxn00170
HMR_3475	rxn00170
ACOAR5m	rxn02719
ACODA	rxn00469
ACODA_1	rxn00469
ACON3MT	rxn13218
ACONCtex	rxn12788
ACONCtupp	rxn12788
EX_HC00342_e	rxn12788
EX_acon_C_e	rxn12788
ACONIs	rxn01606
ACONT	rxn00973
ACONTm	rxn00973
ACONTx	rxn00973
ACN_a_m	rxn00974
ACONTa	rxn00974
r0317	rxn00974
ACN_b_m	rxn01388
ACONTb	rxn01388
r0426	rxn01388
ACOAT_h	rxn01637
ACOTA	rxn01637
ACOTAim	rxn01637
ACCS_h	rxn00128
ACPCS	rxn00128
ACPS	rxn09532
ACPSm	rxn09532
COAHLp	rxn09532
ACPT16018111Z	rxn34841
ACPT1601819Z	rxn34842
ACPT18111Z18111Z	rxn34843
ACPT18111Z1819Z	rxn34844
ACPT1819Z18111Z	rxn34845
ACPT1819Z1819Z	rxn34846
ACPh	rxn01103
ACYP	rxn01103
ACRNtm	rxn09788
ACRNtp	rxn09788
ACRNtr	rxn09788
EX_acrn_e	rxn09788
SK_acrn_c	rxn09788
ACS	rxn00175
ACS_1	rxn00175
ACS_h	rxn00175
ACSm	rxn00175
ACSp	rxn00175
ACSERtex	rxn08059
ACSERthi	rxn08059
ACSERtmi	rxn08059
ACSERtpp	rxn08059
EX_acser_e	rxn08059
ACTD	rxn15373
ACTD_1	rxn15373
ACTD2	rxn16365
ACTDa	rxn39370
ACYP_2	rxn00227
ACYP_3	rxn00227
APhi	rxn00227
ACYSBMNt	rxn10835
EX_acysbmn_e	rxn10835
ACt2ipp	rxn05488
ACt2m	rxn05488
ACt2r	rxn05488
ACt2rpp	rxn05488
ADA	rxn01137
ADAe	rxn01137
ADADir	rxn01220
DCK1m	rxn01220
DCK1n	rxn01220
ADAPAT	rxn03086
ADATT	rxn00096
ATPATF1	rxn00096
ADCL	rxn03841
ADCPS2	rxn04384
ADCS	rxn01257
ADCi	rxn00995
ADCim	rxn00995
ADECn	rxn00065
ADNCYC	rxn00065
ADEt	rxn08065
ADEtex	rxn08065
ADEtl	rxn08065
ADEtm	rxn08065
EX_ade_e	rxn08065
ADEt2	rxn05491
ADEt2rpp	rxn05491
ADK1	rxn00097
ADK1g	rxn00097
ADK1m	rxn00097
ATAMh	rxn00097
ADK2	rxn10052
ADK2_1	rxn10052
ADK3	rxn08066
ADK3m	rxn08066
ADKd	rxn10427
ADMDC	rxn00127
ADNK1	rxn00134
ADNK1er	rxn00134
ADNK1g	rxn00134
ADNK1m	rxn00134
ADNK1n	rxn00134
ADNK3	rxn10768
ADNK4	rxn10769
ADNUC	rxn00927
ADNt	rxn08069
ADNtex	rxn08069
ADNtl	rxn08069
ADNtm	rxn08069
EX_adn_e	rxn08069
ADNt2	rxn05318
ADNt2pp	rxn05318
ADOCBIK	rxn03536
ADOCBLS2	rxn10429
ADPACDAc	rxn04753
ADPRIBt	rxn38757
EX_adprib_e	rxn38757
ADPT	rxn00139
r0051	rxn00139
ADPtc	rxn29320
ADPtx	rxn29320
ATPt_m	rxn29320
EX_adp_e	rxn29320
SK_adp_c	rxn29320
ADSELK	rxn03372
ADSHm	rxn00141
AHCi	rxn00141
ADSL1r	rxn00800
ADSS	rxn00838
ADSSh	rxn00838
